index,word,score,data_frequency,common
7116,MORAE,7,19411,0
7117,MORAL,7,13643598,1
7118,MORAS,7,31610,0
7119,MORAT,7,21130,0
7120,MORAY,10,775524,0
7121,MOREL,7,418685,0
7122,MORES,7,295725,0
7123,MORIA,7,171320,0
7124,MORNE,7,89583,0
7125,MORNS,7,0,0
7126,MORON,7,1017416,0
7127,MORPH,12,759670,0
7128,MORRA,7,38381,0
7129,MORRO,7,441702,0
7130,MORSE,7,2382036,1
7131,MORTS,7,78882,0
7132,MOSED,8,0,0
7133,MOSES,7,5615802,1
7134,MOSEY,10,65040,0
7135,MOSKS,11,0,0
7136,MOSSO,7,78236,0
7137,MOSSY,10,470059,0
7138,MOSTE,7,22739,0
7139,MOSTS,7,0,0
7140,MOTED,8,18579,0
7141,MOTEL,7,9170238,1
7142,MOTEN,7,45477,0
7143,MOTES,7,120668,0
7144,MOTET,7,83259,0
7145,MOTEY,10,0,0
7146,MOTHS,10,804700,0
7147,MOTHY,13,0,0
7148,MOTIF,10,2961524,1
7149,MOTIS,7,0,0
7150,MOTOR,7,40615655,1
7151,MOTTE,7,371048,0
7152,MOTTO,7,1894147,1
7153,MOTTS,7,21248,0
7154,MOTTY,10,18153,0
7155,MOTUS,7,42057,0
7156,MOTZA,16,0,0
7157,MOUCH,12,0,0
7158,MOUES,7,0,0
7159,MOULD,8,1479845,1
7160,MOULS,7,0,0
7161,MOULT,7,75151,0
7162,MOUND,8,2259654,1
7163,MOUNT,7,36648260,1
7164,MOUPS,9,0,0
7165,MOURN,7,779010,0
7166,MOUSE,7,33667003,1
7167,MOUST,7,0,0
7168,MOUSY,10,46820,0
7169,MOUTH,10,22880351,1
7170,MOVED,11,35713495,1
7171,MOVER,10,2309084,1
7172,MOVES,10,15789001,1
7173,MOVIE,10,158421100,1
7174,MOWAS,10,0,0
7175,MOWED,11,250292,0
7176,MOWER,10,1579636,1
7177,MOWRA,10,0,0
7178,MOXAS,14,0,0
7179,MOXIE,14,401036,0
7180,MOYAS,10,0,0
7181,MOYLE,10,166237,0
7182,MOYLS,10,0,0
7183,MOZED,17,0,0
7184,MOZES,16,25161,0
7185,MOZOS,16,0,0
7186,MPRET,9,0,0
7187,MUCHO,12,846045,0
7188,MUCIC,11,65598,0
7189,MUCID,10,0,0
7190,MUCIN,9,124414,0
7191,MUCKS,13,29822,0
7192,MUCKY,16,111308,0
7193,MUCOR,9,22105,0
7194,MUCRO,9,0,0
7195,MUCUS,9,600467,0
7196,MUDDY,12,1860188,1
7197,MUDGE,9,202164,0
7198,MUDIR,8,0,0
7199,MUDRA,8,70259,0
7200,MUFFS,13,223133,0
7201,MUFTI,10,204002,0
7202,MUGGA,9,0,0
7203,MUGGS,9,81479,0
7204,MUGGY,12,82131,0
7205,MUHLY,13,53624,0
7206,MUIDS,8,0,0
7207,MUILS,7,0,0
7208,MUIRS,7,0,0
7209,MUIST,7,0,0
7210,MUJIK,18,0,0
7211,MULCH,12,833160,0
7212,MULCT,9,0,0
7213,MULED,8,0,0
7214,MULES,7,907690,0
7215,MULEY,10,18053,0
7216,MULGA,8,66736,0
7217,MULIE,7,0,0
7218,MULLA,7,69657,0
7219,MULLS,7,225977,0
7220,MULSE,7,0,0
7221,MULSH,10,0,0
7222,MUMMS,11,0,0
7223,MUMMY,14,1878933,1
7224,MUMPS,11,517472,0
7225,MUMSY,12,0,0
7226,MUMUS,9,0,0
7227,MUNCH,12,699127,0
7228,MUNGA,8,0,0
7229,MUNGE,8,50488,0
7230,MUNGO,8,194356,0
7231,MUNGS,8,0,0
7232,MUNIS,7,46585,0
7233,MUNTS,7,0,0
7234,MUNTU,7,0,0
7235,MUONS,7,199181,0
7236,MURAL,7,1367338,0
7237,MURAS,7,0,0
7238,MURED,8,0,0
7239,MURES,7,73135,0
7240,MUREX,14,65820,0
7241,MURID,8,0,0
7242,MURKS,11,0,0
7243,MURKY,14,532036,0
7244,MURLS,7,0,0
7245,MURLY,10,0,0
7246,MURRA,7,21261,0
7247,MURRE,7,43380,0
7248,MURRI,7,18396,0
7249,MURRS,7,0,0
7250,MURRY,10,209712,0
7251,MURTI,7,39866,0
7252,MURVA,10,0,0
7253,MUSAR,7,0,0
7254,MUSCA,9,34480,0
7255,MUSED,8,227635,0
7256,MUSER,7,15833,0
7257,MUSES,7,535008,0
7258,MUSET,7,0,0
7259,MUSHA,10,34893,0
7260,MUSHY,13,275321,0
7261,MUSIC,9,414028837,1
7262,MUSIT,7,0,0
7263,MUSKS,11,47139,0
7264,MUSKY,14,177529,0
7265,MUSOS,7,49228,0
7266,MUSSE,7,18113,0
7267,MUSSY,10,14809,0
7268,MUSTH,10,0,0
7269,MUSTS,7,66009,0
7270,MUSTY,10,237343,0
7271,MUTCH,12,106606,0
7272,MUTED,8,693571,0
7273,MUTER,7,0,0
7274,MUTES,7,153707,0
7275,MUTHA,10,223687,0
7276,MUTIS,7,13447,0
7277,MUTON,7,0,0
7278,MUTTS,7,123475,0
7279,MUXED,15,0,0
7280,MUXES,14,13155,0
7281,MUZAK,20,161682,0
7282,MUZZY,28,93181,0
7283,MVULE,10,0,0
7284,MYALL,10,66310,0
7285,MYLAR,10,698551,0
7286,MYNAH,13,25824,0
7287,MYNAS,10,0,0
7288,MYOID,11,0,0
7289,MYOMA,12,22529,0
7290,MYOPE,12,0,0
7291,MYOPS,12,0,0
7292,MYOPY,15,0,0
7293,MYRRH,13,294893,0
7294,MYSID,11,13917,0
7295,MYTHI,13,0,0
7296,MYTHS,13,4253827,1
7297,MYTHY,16,0,0
7298,MYXOS,17,0,0
7299,MZEES,16,0,0
7300,NAAMS,7,0,0
7301,NAANS,5,0,0
7302,NABES,7,0,0
7303,NABIS,7,17936,0
7304,NABKS,11,0,0
7305,NABLA,7,37393,0
7306,NABOB,9,28856,0
7307,NACHE,10,0,0
7308,NACHO,10,392622,0
7309,NACRE,7,65713,0
7310,NADAS,6,14261,0
7311,NADIR,6,353146,0
7312,NAEVE,8,18025,0
7313,NAEVI,8,0,0
7314,NAFFS,11,0,0
7315,NAGAS,6,53165,0
7316,NAGGY,10,0,0
7317,NAGOR,6,0,0
7318,NAHAL,8,35681,0
7319,NAIAD,6,58003,0
7320,NAIFS,8,0,0
7321,NAIKS,9,0,0
7322,NAILS,5,6463889,1
7323,NAIRA,5,342118,0
7324,NAIRU,5,48069,0
7325,NAIVE,8,1848489,1
7326,NAKED,10,43110969,1
7327,NAKER,9,0,0
7328,NAKFA,12,26467,0
7329,NALAS,5,0,0
7330,NALED,6,0,0
7331,NALLA,5,13771,0
7332,NAMED,8,34099544,1
7333,NAMER,7,103097,0
7334,NAMES,7,71918906,1
7335,NAMMA,9,0,0
7336,NAMUS,7,0,0
7337,NANAS,5,51563,0
7338,NANCE,7,705947,0
7339,NANCY,10,13381057,1
7340,NANDU,6,22865,0
7341,NANNA,5,115892,0
7342,NANNY,8,3025474,1
7343,NANOS,5,203719,0
7344,NANUA,5,0,0
7345,NAPAS,7,0,0
7346,NAPED,8,49859,0
7347,NAPES,7,0,0
7348,NAPOO,7,0,0
7349,NAPPA,9,374107,0
7350,NAPPE,9,43295,0
7351,NAPPY,12,606925,0
7352,NARAS,5,17161,0
7353,NARCO,7,207216,0
7354,NARCS,7,0,0
7355,NARDS,6,0,0
7356,NARES,5,54047,0
7357,NARIC,7,28120,0
7358,NARIS,5,0,0
7359,NARKS,9,0,0
7360,NARKY,12,0,0
7361,NARRE,5,70750,0
7362,NASAL,5,2536094,1
7363,NASHI,8,30001,0
7364,NASTY,8,7434847,1
7365,NATAL,5,3010028,1
7366,NATCH,10,89014,0
7367,NATES,5,122231,0
7368,NATIS,5,0,0
7369,NATTY,8,215845,0
7370,NAUCH,10,0,0
7371,NAUNT,5,0,0
7372,NAVAL,8,8091649,1
7373,NAVAR,8,0,0
7374,NAVEL,8,1503077,1
7375,NAVES,8,72133,0
7376,NAVEW,11,0,0
7377,NAVVY,14,18939,0
7378,NAWAB,10,60939,0
7379,NAZES,14,0,0
7380,NAZIR,14,88294,0
7381,NAZIS,14,1694605,1
7382,NDUJA,13,0,0
7383,NEAFE,8,0,0
7384,NEALS,5,42505,0
7385,NEAPS,7,0,0
7386,NEARS,5,573618,0
7387,NEATH,8,571177,0
7388,NEATS,5,0,0
7389,NEBEK,11,0,0
7390,NEBEL,7,91828,0
7391,NECKS,11,766318,0
7392,NEDDY,10,32471,0
7393,NEEDS,6,123595776,1
7394,NEEDY,9,1636137,1
7395,NEELD,6,0,0
7396,NEELE,5,0,0
7397,NEEMB,9,0,0
7398,NEEMS,7,0,0
7399,NEEPS,7,20099,0
7400,NEESE,5,53674,0
7401,NEEZE,14,0,0
7402,NEGRO,6,2489080,1
7403,NEGUS,6,97779,0
7404,NEIFS,8,0,0
7405,NEIGH,9,211412,0
7406,NEIST,5,0,0
7407,NEIVE,8,0,0
7408,NELIS,5,19894,0
7409,NELLY,8,4686900,1
7410,NEMAS,7,0,0
7411,NEMNS,7,0,0
7412,NEMPT,9,0,0
7413,NENES,5,0,0
7414,NEONS,5,116180,0
7415,NEPER,7,0,0
7416,NEPIT,7,0,0
7417,NERAL,5,15869,0
7418,NERDS,6,878641,0
7419,NERDY,9,431324,0
7420,NERKA,9,22040,0
7421,NERKS,9,0,0
7422,NEROL,5,0,0
7423,NERTS,5,0,0
7424,NERTZ,14,0,0
7425,NERVE,8,6567418,1
7426,NERVY,11,35793,0
7427,NESTS,5,1141883,0
7428,NETES,5,0,0
7429,NETOP,7,107980,0
7430,NETTS,5,0,0
7431,NETTY,8,28089,0
7432,NEUKS,9,0,0
7433,NEUME,7,0,0
7434,NEUMS,7,0,0
7435,NEVEL,8,17833,0
7436,NEVER,8,149556758,1
7437,NEVES,8,151558,0
7438,NEVUS,8,95946,0
7439,NEWBS,10,68637,0
7440,NEWED,9,13599,0
7441,NEWEL,8,84386,0
7442,NEWER,8,7122879,1
7443,NEWIE,8,0,0
7444,NEWLY,11,21102330,1
7445,NEWSY,11,64185,0
7446,NEWTS,8,89263,0
7447,NEXTS,12,0,0
7448,NEXUS,12,2728391,1
7449,NGAIO,6,43660,0
7450,NGANA,6,0,0
7451,NGATI,6,102994,0
7452,NGOMA,8,18454,0
7453,NGWEE,9,0,0
7454,NICAD,8,287230,0
7455,NICER,7,1239249,0
7456,NICHE,10,3999108,1
7457,NICHT,10,2762565,1
7458,NICKS,11,721039,0
7459,NICKY,14,1404900,0
7460,NICOL,7,454397,0
7461,NIDAL,6,72762,0
7462,NIDED,7,0,0
7463,NIDES,6,0,0
7464,NIDOR,6,0,0
7465,NIDUS,6,28010,0
7466,NIECE,7,1151039,0
7467,NIEFS,8,0,0
7468,NIEVE,8,108751,0
7469,NIFES,8,0,0
7470,NIFFS,11,0,0
7471,NIFFY,14,0,0
7472,NIFTY,11,1981740,1
7473,NIGER,6,5388602,1
7474,NIGHS,9,0,0
7475,NIGHT,9,130531484,1
7476,NIHIL,8,146679,0
7477,NIKAB,11,0,0
7478,NIKAH,12,27512,0
7479,NIKAU,9,16356,0
7480,NILLS,5,0,0
7481,NIMBI,9,0,0
7482,NIMBS,9,0,0
7483,NIMPS,9,0,0
7484,NINER,5,138699,0
7485,NINES,5,208082,0
7486,NINJA,12,4439780,1
7487,NINNY,8,38726,0
7488,NINON,5,16007,0
7489,NINTH,8,4390562,1
7490,NIPAS,7,0,0
7491,NIPPY,12,75292,0
7492,NIQAB,16,0,0
7493,NIRLS,5,0,0
7494,NIRLY,8,0,0
7495,NISEI,5,41285,0
7496,NISSE,5,38233,0
7497,NISUS,5,114722,0
7498,NITER,5,43607,0
7499,NITES,5,113148,0
7500,NITID,6,0,0
7501,NITON,5,26617,0
7502,NITRE,5,0,0
7503,NITRO,5,2533124,1
7504,NITRY,8,0,0
7505,NITTY,8,349781,0
7506,NIVAL,8,31420,0
7507,NIXED,13,79256,0
7508,NIXER,12,0,0
7509,NIXES,12,79192,0
7510,NIXIE,12,59753,0
7511,NIZAM,16,66531,0
7512,NKOSI,9,41833,0
7513,NOAHS,8,114009,0
7514,NOBBY,12,118253,0
7515,NOBLE,7,12604679,1
7516,NOBLY,10,118764,0
7517,NOCKS,11,24367,0
7518,NODAL,6,497653,0
7519,NODDY,10,263991,0
7520,NODES,6,11208722,1
7521,NODUS,6,0,0
7522,NOELS,5,34012,0
7523,NOGGS,7,0,0
7524,NOHOW,11,0,0
7525,NOILS,5,0,0
7526,NOILY,8,0,0
7527,NOINT,5,0,0
7528,NOIRS,5,111362,0
7529,NOISE,5,25171520,1
7530,NOISY,8,3722908,1
7531,NOLES,5,55380,0
7532,NOLLS,5,0,0
7533,NOLOS,5,0,0
7534,NOMAD,8,1422041,1
7535,NOMAS,7,0,0
7536,NOMEN,7,150990,0
7537,NOMES,7,62827,0
7538,NOMIC,9,374700,0
7539,NOMOI,7,0,0
7540,NOMOS,7,93498,0
7541,NONAS,5,0,0
7542,NONCE,7,382363,0
7543,NONES,5,25207,0
7544,NONET,5,37151,0
7545,NONGS,6,0,0
7546,NONIS,5,14895,0
7547,NONNY,8,47498,0
7548,NONYL,8,13315,0
7549,NOOBS,7,131979,0
7550,NOOIT,5,59878,0
7551,NOOKS,9,213440,0
7552,NOOKY,12,0,0
7553,NOONS,5,0,0
7554,NOOPS,7,0,0
7555,NOOSE,5,378201,0
7556,NOPAL,7,32978,0
7557,NORIA,5,35779,0
7558,NORIS,5,58236,0
7559,NORKS,9,0,0
7560,NORMA,7,1665222,1
7561,NORMS,7,3135997,1
7562,NORTH,8,217809513,1
7563,NOSED,6,611383,0
7564,NOSER,5,0,0
7565,NOSES,5,775113,0
7566,NOSEY,8,132182,0
7567,NOTAL,5,0,0
7568,NOTCH,10,3302495,1
7569,NOTED,6,29754565,1
7570,NOTER,5,74828,0
7571,NOTES,5,79958318,1
7572,NOTUM,7,32996,0
7573,NOULD,6,0,0
7574,NOULE,5,0,0
7575,NOULS,5,0,0
7576,NOUNS,5,932444,0
7577,NOUNY,8,0,0
7578,NOUPS,7,0,0
7579,NOVAE,8,198124,0
7580,NOVAS,8,128279,0
7581,NOVEL,8,21821189,1
7582,NOVUM,10,154066,0
7583,NOWAY,11,26329,0
7584,NOWED,9,0,0
7585,NOWLS,8,0,0
7586,NOWTS,8,0,0
7587,NOWTY,11,0,0
7588,NOXAL,12,0,0
7589,NOXES,12,0,0
7590,NOYAU,8,24399,0
7591,NOYED,9,0,0
7592,NOYES,8,397014,0
7593,NUBBY,12,44046,0
7594,NUBIA,7,97553,0
7595,NUCHA,10,0,0
7596,NUDDY,10,15392,0
7597,NUDER,6,0,0
7598,NUDES,6,3964133,1
7599,NUDGE,7,942601,0
7600,NUDIE,6,147669,0
7601,NUDZH,18,0,0
7602,NUFFS,11,0,0
7603,NUGAE,6,0,0
7604,NUKED,10,136859,0
7605,NUKES,9,764161,0
7606,NULLA,5,263140,0
7607,NULLS,5,182242,0
7608,NUMBS,9,33408,0
7609,NUMEN,7,18324,0
7610,NUMMY,12,0,0
7611,NUNNY,8,0,0
7612,NURDS,6,0,0
7613,NURDY,9,0,0
7614,NURLS,5,0,0
7615,NURRS,5,0,0
7616,NURSE,5,16772151,1
7617,NUTSO,5,15808,0
7618,NUTSY,8,0,0
7619,NUTTY,8,686428,0
7620,NYAFF,14,0,0
7621,NYALA,8,73950,0
7622,NYING,9,0,0
7623,NYLON,8,10410171,1
7624,NYMPH,15,697326,0
7625,NYSSA,8,134732,0
7626,OAKED,10,20464,0
7627,OAKEN,9,69075,0
7628,OAKER,9,0,0
7629,OAKUM,11,0,0
7630,OARED,6,0,0
7631,OASES,5,92726,0
7632,OASIS,5,9270498,1
7633,OASTS,5,0,0
7634,OATEN,5,192579,0
7635,OATER,5,0,0
7636,OATHS,8,483079,0
7637,OAVES,8,0,0
7638,OBANG,8,0,0
7639,OBEAH,10,0,0
7640,OBELI,7,0,0
7641,OBESE,7,1673406,1
7642,OBEYS,10,242408,0
7643,OBIAS,7,0,0
7644,OBIED,8,0,0
7645,OBIIT,7,0,0
7646,OBITS,7,618473,0
7647,OBJET,14,405664,0
7648,OBOES,7,88914,0
7649,OBOLE,7,13322,0
7650,OBOLI,7,0,0
7651,OBOLS,7,0,0
7652,OCCAM,11,268903,0
7653,OCCUR,9,24679212,1
7654,OCEAN,7,31928741,1
7655,OCHER,10,30934,0
7656,OCHES,10,0,0
7657,OCHRE,10,293192,0
7658,OCHRY,13,0,0
7659,OCKER,11,36128,0
7660,OCREA,7,0,0
7661,OCTAD,8,0,0
7662,OCTAL,7,557500,0
7663,OCTAN,7,17041,0
7664,OCTAS,7,0,0
7665,OCTET,7,2280607,1
7666,OCTYL,10,178952,0
7667,OCULI,7,34351,0
7668,ODAHS,9,0,0
7669,ODALS,6,0,0
7670,ODDER,7,60826,0
7671,ODDLY,10,1385252,0
7672,ODEON,6,452374,0
7673,ODEUM,8,0,0
7674,ODISM,8,0,0
7675,ODIST,6,0,0
7676,ODIUM,8,50950,0
7677,ODORS,6,895586,0
7678,ODOUR,6,648137,0
7679,ODSOS,6,0,0
7680,ODYLE,9,0,0
7681,ODYLS,9,0,0
7682,OFAYS,11,0,0
7683,OFFAL,11,194416,0
7684,OFFED,12,20595,0
7685,OFFER,11,126228968,1
7686,OFFIE,11,0,0
7687,OFLAG,9,0,0
7688,OFTEN,8,92551460,1
7689,OFTER,8,17374,0
7690,OGAMS,8,0,0
7691,OGEED,7,0,0
7692,OGEES,6,0,0
7693,OGGIN,7,0,0
7694,OGHAM,11,65125,0
7695,OGIVE,9,0,0
7696,OGLED,7,21111,0
7697,OGLER,6,0,0
7698,OGLES,6,0,0
7699,OGMIC,10,0,0
7700,OGRES,6,104863,0
7701,OHIAS,8,0,0
7702,OHING,9,0,0
7703,OHMIC,12,114621,0
7704,OHONE,8,21043,0
7705,OIDIA,6,0,0
7706,OILED,6,776472,0
7707,OILER,5,152495,0
7708,OINKS,9,0,0
7709,OINTS,5,23880,0
7710,OJIME,14,0,0
7711,OKAPI,11,59009,0
7712,OKAYS,12,98655,0
7713,OKEHS,12,0,0
7714,OKRAS,9,0,0
7715,OKTAS,9,0,0
7716,OLDEN,6,318215,0
7717,OLDER,6,44222089,1
7718,OLDIE,6,200255,0
7719,OLEIC,7,179394,0
7720,OLEIN,5,13736,0
7721,OLENT,5,0,0
7722,OLEOS,5,0,0
7723,OLEUM,7,65755,0
7724,OLIOS,5,0,0
7725,OLIVE,8,9298184,1
7726,OLLAS,5,0,0
7727,OLLAV,8,0,0
7728,OLLER,5,65001,0
7729,OLLIE,5,855837,0
7730,OLOGY,9,159238,0
7731,OLPAE,7,0,0
7732,OLPES,7,0,0
7733,OMASA,7,0,0
7734,OMBER,9,0,0
7735,OMBRE,9,243069,0
7736,OMBUS,9,0,0
7737,OMEGA,8,10289113,1
7738,OMENS,7,216634,0
7739,OMERS,7,25630,0
7740,OMITS,7,306112,0
7741,OMLAH,10,0,0
7742,OMOVS,10,0,0
7743,OMRAH,10,0,0
7744,ONCER,7,0,0
7745,ONCES,7,13086,0
7746,ONCET,7,0,0
7747,ONCUS,7,0,0
7748,ONELY,8,82789,0
7749,ONERS,5,0,0
7750,ONERY,8,0,0
7751,ONION,5,6384730,1
7752,ONIUM,7,0,0
7753,ONKUS,9,0,0
7754,ONLAY,8,24706,0
7755,ONNED,6,0,0
7756,ONSET,5,3858839,1
7757,ONTIC,7,14665,0
7758,OOBIT,7,0,0
7759,OOHED,9,0,0
7760,OOMPH,12,177199,0
7761,OONTS,5,0,0
7762,OOPED,8,0,0
7763,OORIE,5,0,0
7764,OOSES,5,0,0
7765,OOTID,6,0,0
7766,OOZED,15,79302,0
7767,OOZES,14,130679,0
7768,OPAHS,10,0,0
7769,OPALS,7,261351,0
7770,OPENS,7,14070477,1
7771,OPEPE,9,0,0
7772,OPERA,7,18225169,1
7773,OPINE,7,103450,0
7774,OPING,8,102743,0
7775,OPIUM,9,1330299,0
7776,OPPOS,9,25152,0
7777,OPSIN,7,57058,0
7778,OPTED,8,1708067,1
7779,OPTER,7,0,0
7780,OPTIC,9,4558869,1
7781,ORACH,10,17167,0
7782,ORACY,10,0,0
7783,ORALS,5,141983,0
7784,ORANG,6,290223,0
7785,ORANT,5,0,0
7786,ORATE,5,25080,0
7787,ORBED,8,0,0
7788,ORBIT,7,5389062,1
7789,ORCAS,7,307125,0
7790,ORCIN,7,0,0
7791,ORDER,6,336631187,1
7792,ORDOS,6,0,0
7793,OREAD,6,21344,0
7794,ORFES,8,0,0
7795,ORGAN,6,9077449,1
7796,ORGIA,6,187239,0
7797,ORGIC,8,0,0
7798,ORGUE,6,40630,0
7799,ORIBI,7,14124,0
7800,ORIEL,5,208095,0
7801,ORIXA,12,0,0
7802,ORLES,5,0,0
7803,ORLON,5,0,0
7804,ORLOP,7,0,0
7805,ORMER,7,0,0
7806,ORNIS,5,14688,0
7807,ORPIN,7,0,0
7808,ORRIS,5,86853,0
7809,ORTHO,8,2295530,1
7810,ORVAL,8,53993,0
7811,ORZOS,14,0,0
7812,OSCAR,7,8285553,1
7813,OSHAC,10,0,0
7814,OSIER,5,53672,0
7815,OSMIC,9,0,0
7816,OSMOL,7,0,0
7817,OSSIA,5,20395,0
7818,OSTIA,5,122493,0
7819,OTAKU,9,342874,0
7820,OTARY,8,0,0
7821,OTHER,8,978481319,1
7822,OTTAR,5,24341,0
7823,OTTER,5,1662335,1
7824,OTTOS,5,0,0
7825,OUBIT,7,0,0
7826,OUCHT,10,0,0
7827,OUENS,5,0,0
7828,OUGHT,9,7523238,1
7829,OUIJA,12,196199,0
7830,OULKS,9,0,0
7831,OUMAS,7,0,0
7832,OUNCE,7,3268355,1
7833,OUNDY,9,0,0
7834,OUPAS,7,0,0
7835,OUPED,8,0,0
7836,OUPHE,10,0,0
7837,OUPHS,10,0,0
7838,OURIE,5,0,0
7839,OUSEL,5,0,0
7840,OUSTS,5,78184,0
7841,OUTBY,10,0,0
7842,OUTDO,6,146433,0
7843,OUTED,6,156963,0
7844,OUTER,5,11245167,1
7845,OUTGO,6,34007,0
7846,OUTRE,5,124480,0
7847,OUTRO,5,362765,0
7848,OUTTA,5,1401625,0
7849,OUZEL,14,15256,0
7850,OUZOS,14,0,0
7851,OVALS,8,230020,0
7852,OVARY,11,1003163,0
7853,OVATE,8,143727,0
7854,OVELS,8,0,0
7855,OVENS,8,3443150,1
7856,OVERS,8,1143660,0
7857,OVERT,8,871540,0
7858,OVINE,8,146663,0
7859,OVIST,8,0,0
7860,OVOID,9,105072,0
7861,OVOLI,8,0,0
7862,OVOLO,8,0,0
7863,OVULE,8,45073,0
7864,OWCHE,13,0,0
7865,OWIES,8,0,0
7866,OWING,9,2399321,1
7867,OWLED,9,0,0
7868,OWLER,8,0,0
7869,OWLET,8,43168,0
7870,OWNED,9,35050234,1
7871,OWNER,8,58189056,1
7872,OWRES,8,0,0
7873,OWRIE,8,0,0
7874,OWSEN,8,0,0
7875,OXBOW,17,252273,0
7876,OXERS,12,0,0
7877,OXEYE,15,0,0
7878,OXIDE,13,5321340,1
7879,OXIDS,13,0,0
7880,OXIES,12,0,0
7881,OXIME,14,38389,0
7882,OXIMS,14,0,0
7883,OXLIP,14,0,0
7884,OXTER,12,0,0
7885,OYERS,8,0,0
7886,OZEKI,18,71199,0
7887,OZONE,14,5865280,1
7888,OZZIE,23,494900,0
7889,PAALS,7,0,0
7890,PAANS,7,22788,0
7891,PACAS,9,0,0
7892,PACED,10,2755521,1
7893,PACER,9,409457,0
7894,PACES,9,634682,0
7895,PACEY,12,120148,0
7896,PACHA,12,173750,0
7897,PACKS,13,11683277,1
7898,PACOS,9,0,0
7899,PACTA,9,0,0
7900,PACTS,9,190899,0
7901,PADDY,12,1668962,1
7902,PADIS,8,0,0
7903,PADLE,8,0,0
7904,PADMA,10,197103,0
7905,PADRE,8,1132184,0
7906,PADRI,8,0,0
7907,PAEAN,7,79770,0
7908,PAEDO,8,13592,0
7909,PAEON,7,0,0
7910,PAGAN,8,3805644,1
7911,PAGED,9,300118,0
7912,PAGER,8,1942889,1
7913,PAGES,8,234001114,1
7914,PAGLE,8,0,0
7915,PAGOD,9,0,0
7916,PAGRI,8,0,0
7917,PAIKS,11,0,0
7918,PAILS,7,250638,0
7919,PAINS,7,2717960,1
7920,PAINT,7,21926890,1
7921,PAIRE,7,27597,0
7922,PAIRS,7,9432115,1
7923,PAISA,7,407754,0
7924,PAISE,7,60362,0
7925,PAKKA,15,0,0
7926,PALAS,7,73010,0
7927,PALAY,10,23707,0
7928,PALEA,7,32558,0
7929,PALED,8,77239,0
7930,PALER,7,152772,0
7931,PALES,7,185911,0
7932,PALET,7,45716,0
7933,PALIS,7,20847,0
7934,PALKI,11,0,0
7935,PALLA,7,50245,0
7936,PALLS,7,0,0
7937,PALLY,10,92509,0
7938,PALMS,9,3127466,1
7939,PALMY,12,27941,0
7940,PALPI,9,0,0
7941,PALPS,9,17014,0
7942,PALSA,7,0,0
7943,PALSY,10,1409502,0
7944,PAMPA,11,226170,0
7945,PANAX,14,129184,0
7946,PANCE,9,0,0
7947,PANDA,8,3424825,1
7948,PANDS,8,0,0
7949,PANDY,11,53890,0
7950,PANED,8,67297,0
7951,PANEL,7,53784382,1
7952,PANES,7,441440,0
7953,PANGA,8,46002,0
7954,PANGS,8,194132,0
7955,PANIC,9,6396440,1
7956,PANIM,9,0,0
7957,PANKO,11,40631,0
7958,PANNE,7,95153,0
7959,PANNI,7,17978,0
7960,PANSY,10,420775,0
7961,PANTO,7,134292,0
7962,PANTS,7,16774383,1
7963,PANTY,10,3546636,1
7964,PAOLI,7,352581,0
7965,PAOLO,7,2174306,1
7966,PAPAL,9,754586,0
7967,PAPAS,9,456613,0
7968,PAPAW,12,22881,0
7969,PAPER,9,134939426,1
7970,PAPES,9,26426,0
7971,PAPPI,11,0,0
7972,PAPPY,14,144540,0
7973,PARAE,7,0,0
7974,PARAS,7,551039,0
7975,PARCH,12,27869,0
7976,PARDI,8,22219,0
7977,PARDS,8,0,0
7978,PARDY,11,19729,0
7979,PARED,8,464171,0
7980,PAREN,7,158052,0
7981,PAREO,7,44508,0
7982,PARER,7,38034,0
7983,PARES,7,136717,0
7984,PAREU,7,0,0
7985,PAREV,10,0,0
7986,PARGE,8,0,0
7987,PARGO,8,23730,0
7988,PARIS,7,48831449,1
7989,PARKA,11,688453,0
7990,PARKI,11,18537,0
7991,PARKS,11,25974927,1
7992,PARKY,14,21525,0
7993,PARLE,7,217836,0
7994,PARLY,10,0,0
7995,PARMA,9,1330679,0
7996,PAROL,7,50960,0
7997,PARPS,9,0,0
7998,PARRA,7,283456,0
7999,PARRS,7,28948,0
8000,PARRY,10,1371591,0
8001,PARSE,7,3698919,1
8002,PARTI,7,520451,0
8003,PARTS,7,100637505,1
8004,PARTY,10,144707500,1
8005,PARVE,10,22277,0
8006,PARVO,10,62369,0
8007,PASEO,7,835840,0
8008,PASES,7,0,0
8009,PASHA,10,411571,0
8010,PASHM,12,0,0
8011,PASKA,11,0,0
8012,PASPY,12,0,0
8013,PASSE,7,528622,0
8014,PASTA,7,5855460,1
8015,PASTE,7,8913055,1
8016,PASTS,7,166896,0
8017,PASTY,10,231237,0
8018,PATCH,12,39999745,1
8019,PATED,8,68851,0
8020,PATEN,7,47772,0
8021,PATER,7,227685,0
8022,PATES,7,133896,0
8023,PATHS,10,8806073,1
8024,PATIN,7,40474,0
8025,PATIO,7,7627536,1
8026,PATKA,11,0,0
8027,PATLY,10,0,0
8028,PATSY,10,1064602,0
8029,PATTE,7,45332,0
8030,PATTY,10,2339693,1
8031,PATUS,7,0,0
8032,PAUAS,7,0,0
8033,PAULS,7,865212,0
8034,PAUSE,7,4606318,1
8035,PAVAN,10,188282,0
8036,PAVED,11,1914582,1
8037,PAVEN,10,0,0
